33915,130.555903488969,85.8687304013357,1465612380,1,0,0,0
24125,130.019291450853,85.8813925717816,1395421140,1,90,0,0
22856,131.002877646047,85.9085689856435,1460797860,1,70,0,0
29324,130.219884560406,85.7093756635682,1432622400,1,50,0,0
20359,130.882635297385,85.8653915444923,1391892300,1,50,7,5
42915,131.787599652959,85.7963662286595,1440402000,1,90,0,0
31359,131.172789226733,85.807182619604,1405510800,1,0,7,5
15295,130.230783278237,85.9298539343153,1426260600,1,50,0,0
63030,130.068112656451,85.4520146759708,1449849420,1,50,0,1
28696,130.649667315469,85.6441329986409,1401723060,1,30,0,0
52747,131.032565306389,85.8540963959715,1444820040,1,50,0,1
36092,131.163884597473,85.4598254828719,1437407700,1,100,1,1
51832,131.435479663463,85.4865504753292,1444124580,1,50,0,0
1040,131.138459293372,85.451964650482,1451617800,1,30,7,5
53358,130.658844179657,85.6622433191771,1443764700,1,30,0,5
16595,130.626157465663,85.6092567155916,1395153120,1,50,0,0
38266,130.676047344583,85.6137197361737,1405347180,1,50,0,0
531,130.512925303824,85.6375381177558,1397635200,1,120,0,0
60678,131.274124139961,85.6516363980932,1450367460,1,0,7,5
24687,131.113237035463,85.500217112005,1431076500,1,50,0,0
59353,130.149419118016,85.6713742662343,1417205760,1,0,7,5
50179,131.78807763584,85.4472835315099,1412940000,1,70,0,0
53028,130.647342270979,85.6577232767542,1444425720,1,50,0,0
5284,131.062101536384,85.6431818366545,1423035300,1,70,0,0
37111,131.9268142375,85.4338212514825,1406228880,1,70,0,0
92,131.121182215026,85.5004908647224,1421171400,1,90,1,1
41500,130.349325148567,85.8596969678228,1402063500,1,50,0,0
22425,129.889111368579,85.5810549870287,1461922500,1,50,0,0
57935,130.543146400214,85.4972746827518,1446712980,1,0,1,1
33483,130.965714710255,85.8262814820656,1433881440,1,70,0,0
1295,131.660833290639,85.9301248111701,1452541560,1,70,0,1
34939,130.234536621124,85.7678385812225,1465381320,1,0,0,0
23096,130.273998472607,85.9759977325906,1396116900,1,90,0,0
51810,130.649940636293,85.6603654269776,1412637360,1,50,1,1
45314,130.326735766241,85.8425407841488,1439622000,1,70,1,1
11594,131.790926550176,85.7803543044149,1392313740,1,50,0,0
9193,131.16112906665,85.1850754873687,1396249200,1,50,0,3
41631,129.879429473172,85.5805740022742,1406219520,1,50,0,0
21166,130.769735463105,85.6932015635599,1461214800,1,50,0,5
10604,131.079520375419,85.558483992057,1426237200,1,50,0,0
42979,131.054672041613,85.6448391054645,1408959900,1,50,0,0
1524,130.649235627821,85.6563747053789,1452886200,1,30,1,1
45644,132.034863779127,85.8264662174386,1440236700,1,0,0,0
29611,130.448935540277,85.8233881693712,1431903960,1,70,0,0
584,130.783786764007,85.4808503874191,1391843700,1,120,0,1
13868,130.560723316814,85.8723706335772,1425648600,1,50,0,0
18119,130.932810442748,85.5335882338877,1394846340,1,50,0,0
42311,131.161970115353,85.4586948137218,1440599700,1,50,0,0
47325,131.932095624419,85.5990462950867,1443419400,1,50,0,1
14187,130.85621699481,85.700309493374,1458111900,1,50,7,5
26754,130.644935682349,85.6451765209471,1463588400,1,30,0,0
